Date,Station Id,Station Name,Precipitation Increment (in),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values,Relative Humidity (pct) Mean of Hourly Values,Solar Radiation/langley Total (langley),Precipitation Accumulation (in) Start of Day Values
2014-05-08,2057,AAMU-JTG,0.00,74,86,61,26.4,32.6,37.8,41.8,40.3,68,68,67,62,58,56,619.40,34.3
2014-05-09,2057,AAMU-JTG,0.15,69,74,63,28.2,32.0,37.6,41.8,40.1,67,68,67,62,58,76,180.70,34.3
2014-05-10,2057,AAMU-JTG,0.00,72,82,62,29.0,32.1,37.5,41.8,40.0,69,69,67,63,58,71,564.20,34.4
2014-05-11,2057,AAMU-JTG,0.07,72,84,60,27.4,31.8,37.3,41.8,39.9,69,69,68,63,59,80,409.40,34.4
2014-05-12,2057,AAMU-JTG,0.00,76,85,66,26.8,31.5,37.3,41.8,39.8,71,71,69,64,59,67,603.00,34.5
2014-05-13,2057,AAMU-JTG,0.02,76,86,66,24.8,30.9,37.2,41.8,39.7,72,72,70,65,59,63,588.50,34.5
2014-05-14,2057,AAMU-JTG,0.94,69,78,55,28.6,31.5,37.5,41.9,39.6,70,70,70,65,60,85,215.50,34.5
2014-05-15,2057,AAMU-JTG,0.01,54,62,45,37.8,36.4,39.9,42.5,40.7,66,67,67,65,60,76,426.80,35.5
2014-05-16,2057,AAMU-JTG,0.00,54,65,44,34.8,35.4,39.0,42.4,44.4,63,64,64,64,61,65,527.50,35.5
2014-05-17,2057,AAMU-JTG,0.55,54,62,44,36.5,35.8,38.6,42.2,42.9,61,62,63,63,61,85,207.50,35.5
2014-05-18,2057,AAMU-JTG,0.69,57,65,51,41.1,38.7,40.9,43.0,48.4,61,62,62,62,60,91,170.60,36.0
2014-05-19,2057,AAMU-JTG,0.01,64,76,49,37.3,36.7,39.6,42.4,47.6,64,64,63,62,60,78,551.60,36.7
2014-05-20,2057,AAMU-JTG,0.00,72,84,58,33.1,35.8,39.3,42.2,43.3,67,68,66,62,60,59,652.40,36.7
2014-05-21,2057,AAMU-JTG,0.00,74,86,63,27.9,34.6,39.1,42.2,41.3,69,70,68,63,60,63,626.70,36.7
2014-05-22,2057,AAMU-JTG,0.00,74,86,62,24.2,33.1,38.9,42.2,40.8,71,71,69,64,60,69,611.50,36.7
2014-05-23,2057,AAMU-JTG,0.00,75,87,65,21.9,31.3,38.6,42.0,40.5,72,72,70,65,61,68,592.30,36.7
2014-05-24,2057,AAMU-JTG,0.00,73,85,62,20.4,29.6,38.2,42.1,40.4,71,72,70,66,61,70,540.10,36.7
2014-05-25,2057,AAMU-JTG,0.00,74,88,62,19.4,28.0,37.5,42.0,40.1,72,72,71,66,61,68,569.30,36.7
2014-05-26,2057,AAMU-JTG,0.00,74,87,61,18.5,26.5,36.8,41.9,40.0,72,72,71,66,62,72,517.80,36.7
2014-05-27,2057,AAMU-JTG,0.00,75,85,65,18.1,25.6,36.1,41.9,39.8,72,72,71,67,62,72,408.50,36.7
2014-05-28,2057,AAMU-JTG,0.22,72,84,64,21.1,25.0,35.5,41.9,39.7,72,72,71,67,62,78,378.30,36.7
2014-05-29,2057,AAMU-JTG,1.60,70,79,64,31.6,30.4,37.5,42.5,43.9,70,71,70,67,62,86,307.90,36.9
2014-05-30,2057,AAMU-JTG,0.10,72,85,65,35.3,35.1,39.6,42.8,46.7,72,72,71,67,63,80,472.80,38.5
2014-05-31,2057,AAMU-JTG,0.00,76,88,63,32.2,34.0,39.3,42.5,41.8,73,73,72,67,63,70,628.30,38.6
2014-06-01,2057,AAMU-JTG,0.03,75,83,70,28.6,33.3,39.1,42.3,41.1,74,74,73,68,63,71,351.20,38.6
2014-06-02,2057,AAMU-JTG,0.00,73,82,68,26.7,32.7,38.8,42.3,40.7,73,73,72,68,64,67,388.80,38.7
2014-06-03,2057,AAMU-JTG,0.00,74,83,64,24.2,31.8,38.5,42.2,40.5,73,73,72,68,64,77,454.20,38.7
2014-06-04,2057,AAMU-JTG,0.00,77,86,66,22.1,30.6,38.0,42.1,40.3,73,74,72,69,64,75,435.40,38.7
2014-06-05,2057,AAMU-JTG,1.92,71,84,63,32.9,35.6,40.9,43.2,46.5,72,72,72,69,65,83,241.20,38.7
2014-06-06,2057,AAMU-JTG,0.27,70,78,64,36.2,36.7,41.1,43.1,47.8,71,72,71,69,65,85,266.90,40.6
2014-06-07,2057,AAMU-JTG,0.86,74,86,66,36.1,37.2,41.5,43.3,48.4,73,73,72,69,65,79,545.60,40.9
2014-06-08,2057,AAMU-JTG,0.00,72,82,65,35.9,37.0,41.8,43.3,49.2,73,74,73,69,65,80,386.80,41.7
2014-06-09,2057,AAMU-JTG,1.45,72,82,65,38.1,37.8,42.2,43.5,48.9,72,73,72,69,65,80,449.20,41.7
2014-06-10,2057,AAMU-JTG,0.30,70,81,64,39.0,38.5,42.6,43.7,49.7,72,72,72,69,66,86,251.50,43.2
2014-06-11,2057,AAMU-JTG,0.37,71,80,66,38.3,37.9,42.1,43.5,49.2,73,73,72,69,66,82,392.20,43.5
2014-06-12,2057,AAMU-JTG,0.00,72,83,64,36.0,36.4,41.2,42.9,43.2,73,73,73,69,66,77,513.10,43.8
2014-06-13,2057,AAMU-JTG,0.00,72,80,63,34.6,35.6,40.8,42.7,41.3,73,74,73,70,66,76,474.80,43.8
2014-06-14,2057,AAMU-JTG,0.00,72,85,63,32.6,34.7,40.2,42.5,40.9,73,74,73,70,66,74,629.50,43.8
2014-06-15,2057,AAMU-JTG,0.00,76,89,64,30.3,33.3,39.6,42.4,40.5,74,74,73,70,66,70,592.20,43.8
2014-06-16,2057,AAMU-JTG,0.00,76,89,64,27.5,31.3,38.9,42.2,40.3,74,75,74,70,66,69,587.60,43.8
2014-06-17,2057,AAMU-JTG,0.00,79,90,66,24.8,29.4,37.9,42.2,40.0,75,75,74,71,66,71,573.80,43.8
2014-06-18,2057,AAMU-JTG,0.00,80,92,67,22.8,27.3,36.8,42.1,39.8,76,76,75,71,67,69,603.40,43.8
2014-06-19,2057,AAMU-JTG,0.00,80,92,67,20.8,25.6,35.5,42.1,39.8,77,77,76,71,67,71,605.70,43.8
2014-06-20,2057,AAMU-JTG,0.00,79,90,70,19.4,24.3,34.3,41.8,39.7,77,77,76,72,67,74,509.10,43.8
2014-06-21,2057,AAMU-JTG,0.00,80,90,71,18.1,23.3,33.4,41.6,39.6,77,78,76,72,67,71,576.40,43.8
2014-06-22,2057,AAMU-JTG,0.00,79,90,68,16.8,22.5,32.4,41.2,39.4,77,78,77,72,67,70,607.40,43.8
2014-06-23,2057,AAMU-JTG,0.00,77,88,69,15.8,21.7,31.4,40.8,39.4,77,77,76,72,68,73,530.50,43.8
2014-06-24,2057,AAMU-JTG,0.15,75,85,69,16.0,21.4,30.7,40.6,39.2,76,76,76,72,68,80,333.10,43.8
2014-06-25,2057,AAMU-JTG,0.00,77,87,70,16.6,21.4,30.5,40.4,39.0,77,77,76,72,68,73,536.60,44.0
2014-06-26,2057,AAMU-JTG,0.18,74,80,69,17.4,21.5,30.3,40.2,39.0,75,75,75,72,68,85,250.30,44.0
2014-06-27,2057,AAMU-JTG,0.13,74,83,68,18.4,21.6,30.4,40.0,38.8,75,75,75,72,68,82,444.90,44.2
2014-06-28,2057,AAMU-JTG,0.11,77,86,69,20.3,21.8,30.5,39.8,38.7,76,76,75,72,68,75,540.60,44.3
2014-06-29,2057,AAMU-JTG,0.34,74,87,69,23.4,25.1,30.5,39.6,38.6,76,76,76,72,69,83,325.60,44.4
2014-06-30,2057,AAMU-JTG,0.01,79,90,70,27.8,27.5,30.6,39.4,38.5,76,76,75,72,69,78,415.50,44.8
2014-07-01,2057,AAMU-JTG,0.00,81,92,70,23.4,25.5,30.8,39.2,38.3,77,78,76,72,69,70,602.70,44.8
2014-07-02,2057,AAMU-JTG,0.00,79,90,67,19.4,24.1,30.8,38.8,38.3,77,78,77,73,69,67,640.40,44.8
2014-07-03,2057,AAMU-JTG,0.00,74,82,64,17.2,23.0,30.5,38.4,38.1,77,77,77,73,69,61,667.30,44.8
2014-07-04,2057,AAMU-JTG,0.00,68,79,57,15.9,21.8,29.7,38.0,37.9,74,75,75,73,69,67,657.50,44.8
2014-07-05,2057,AAMU-JTG,0.00,72,86,56,15.1,20.9,29.1,37.5,37.7,73,73,74,72,69,66,638.30,44.8
2014-07-06,2057,AAMU-JTG,0.00,76,88,63,14.5,20.4,28.6,37.0,37.7,74,74,74,72,69,63,603.70,44.8
2014-07-07,2057,AAMU-JTG,0.00,78,88,65,14.0,20.2,28.1,36.5,37.6,75,75,75,72,69,67,538.20,44.8
2014-07-08,2057,AAMU-JTG,0.69,76,88,69,15.1,19.9,27.7,36.1,37.4,75,76,75,72,69,78,362.90,44.8
2014-07-09,2057,AAMU-JTG,0.55,74,84,68,33.2,33.0,28.4,35.9,37.3,75,76,75,72,69,82,411.40,45.4
2014-07-10,2057,AAMU-JTG,0.38,75,86,67,33.8,34.8,35.0,35.9,37.2,75,75,75,72,69,79,473.10,46.0
2014-07-11,2057,AAMU-JTG,0.00,76,89,66,30.7,33.3,36.2,35.9,37.1,75,76,75,72,69,69,645.60,46.4
2014-07-12,2057,AAMU-JTG,0.00,78,91,65,27.7,32.3,35.8,35.9,37.1,76,76,75,72,69,76,515.90,46.4
2014-07-13,2057,AAMU-JTG,0.00,79,89,69,25.5,31.4,35.3,35.9,37.0,76,77,76,73,69,76,474.10,46.4
2014-07-14,2057,AAMU-JTG,0.00,81,92,70,23.4,30.2,34.8,35.9,37.0,77,77,76,73,69,69,532.00,46.4
2014-07-15,2057,AAMU-JTG,0.01,74,81,63,21.5,28.8,34.3,35.9,36.9,76,76,76,73,69,71,421.50,46.4
2014-07-16,2057,AAMU-JTG,0.00,67,79,56,19.7,27.3,33.5,35.9,36.5,73,74,74,73,70,62,659.90,46.4
2014-07-17,2057,AAMU-JTG,0.00,67,79,56,18.1,25.9,32.8,35.7,36.5,71,72,73,72,70,70,483.40,46.4
2014-07-18,2057,AAMU-JTG,1.82,66,68,64,25.8,29.5,33.8,36.0,36.5,71,71,72,71,69,90,101.50,46.4
2014-07-19,2057,AAMU-JTG,0.16,74,83,66,34.8,36.0,39.3,41.2,38.3,72,72,72,71,69,82,357.10,48.2
2014-07-20,2057,AAMU-JTG,0.00,74,83,67,32.4,34.3,38.8,41.5,42.1,74,74,73,71,69,78,430.60,48.4
2014-07-21,2057,AAMU-JTG,0.00,74,83,67,30.9,33.6,38.5,41.4,38.4,74,74,74,71,69,85,338.10,48.4
2014-07-22,2057,AAMU-JTG,0.04,78,87,71,29.4,33.2,38.4,41.2,37.1,75,75,75,72,69,77,441.90,48.4
2014-07-23,2057,AAMU-JTG,0.28,75,85,69,32.0,34.3,38.3,41.1,36.7,74,75,75,72,69,85,327.50,48.4
2014-07-24,2057,AAMU-JTG,0.00,75,85,64,33.5,34.9,38.3,41.0,36.6,74,75,74,72,69,79,419.70,48.7
2014-07-25,2057,AAMU-JTG,0.00,73,85,62,30.9,34.1,38.2,40.9,36.5,73,74,74,72,69,75,573.50,48.7
2014-07-26,2057,AAMU-JTG,0.00,76,90,62,27.8,33.4,38.0,40.7,36.4,74,74,74,72,69,74,618.60,48.7
2014-07-27,2057,AAMU-JTG,0.00,82,91,69,25.0,32.7,37.9,40.6,36.4,76,76,75,72,69,73,510.90,48.7
2014-07-28,2057,AAMU-JTG,0.00,77,83,68,22.5,31.7,37.7,40.5,36.4,76,77,76,72,69,63,656.50,48.7
2014-07-29,2057,AAMU-JTG,0.00,67,76,57,20.3,30.2,37.0,40.4,36.4,72,73,74,73,70,67,631.70,48.7
2014-07-30,2057,AAMU-JTG,0.00,68,80,54,18.8,28.8,36.3,40.2,36.3,70,71,72,72,70,71,577.20,48.7
2014-07-31,2057,AAMU-JTG,0.00,70,81,63,17.9,27.7,35.8,40.0,36.3,71,72,72,71,70,75,327.90,48.7
2014-08-01,2057,AAMU-JTG,0.16,70,83,62,17.5,26.6,35.2,40.0,36.2,71,72,72,71,69,82,401.00,48.7
2014-08-02,2057,AAMU-JTG,0.06,72,85,64,18.4,26.5,34.8,39.8,36.3,72,73,73,71,69,81,435.70,48.8
2014-08-03,2057,AAMU-JTG,0.00,74,87,63,18.3,26.4,34.4,39.8,36.2,73,73,73,71,69,76,503.50,48.9
2014-08-04,2057,AAMU-JTG,0.00,74,87,61,17.4,26.0,34.2,39.6,36.2,73,74,73,71,69,71,583.10,48.9
2014-08-05,2057,AAMU-JTG,0.00,74,90,59,16.7,25.2,33.7,39.5,36.2,72,73,73,71,69,66,582.30,48.9
2014-08-06,2057,AAMU-JTG,0.02,78,91,64,16.0,24.4,33.3,39.2,36.1,74,74,74,71,69,69,479.40,48.9
2014-08-07,2057,AAMU-JTG,0.00,80,93,67,15.6,23.8,33.0,39.0,36.1,75,75,74,72,69,68,507.80,48.9
2014-08-08,2057,AAMU-JTG,0.51,76,91,70,18.6,26.8,32.7,38.7,36.1,75,76,75,72,69,79,417.40,48.9
2014-08-09,2057,AAMU-JTG,0.06,75,82,69,27.2,32.7,32.7,38.7,36.1,74,75,75,72,69,84,274.30,49.4
2014-08-10,2057,AAMU-JTG,0.00,77,88,70,25.9,31.6,32.9,38.6,36.1,75,76,75,72,70,82,347.50,49.5
2014-08-11,2057,AAMU-JTG,0.63,77,87,69,23.3,30.6,33.0,38.6,36.1,75,76,75,73,70,81,353.90,49.5
2014-08-12,2057,AAMU-JTG,0.01,76,86,65,31.5,35.1,36.9,38.6,36.1,75,76,75,73,70,74,428.30,50.1
2014-08-13,2057,AAMU-JTG,0.00,68,80,57,28.0,33.8,37.0,38.7,36.1,72,73,74,72,70,70,590.30,50.1
2014-08-14,2057,AAMU-JTG,0.00,68,82,55,24.5,33.0,36.7,38.6,36.1,71,72,72,72,70,72,592.00,50.1
2014-08-15,2057,AAMU-JTG,0.00,71,85,58,21.7,32.3,36.4,38.5,36.0,71,72,72,71,70,70,596.70,50.1
2014-08-16,2057,AAMU-JTG,0.00,74,89,61,19.6,31.2,36.0,38.4,36.0,72,73,73,71,70,69,566.60,50.1
2014-08-17,2057,AAMU-JTG,0.65,74,89,64,25.0,33.0,37.5,38.5,36.0,73,73,73,71,70,83,325.70,50.1
2014-08-18,2057,AAMU-JTG,1.46,73,82,71,34.5,37.4,41.0,41.3,43.1,73,74,74,72,70,89,169.80,50.8
2014-08-19,2057,AAMU-JTG,0.00,78,88,71,33.0,35.9,40.1,42.1,48.3,74,75,74,72,70,80,451.60,52.2
2014-08-20,2057,AAMU-JTG,0.00,81,92,72,31.4,35.0,39.8,42.0,48.0,76,76,75,72,70,74,508.50,52.2
2014-08-21,2057,AAMU-JTG,0.00,79,93,67,28.7,34.3,39.6,42.1,47.0,76,76,76,73,70,74,519.80,52.2
2014-08-22,2057,AAMU-JTG,0.00,80,93,71,25.6,33.6,39.3,42.1,44.1,76,77,76,73,70,74,499.30,52.2
2014-08-23,2057,AAMU-JTG,0.04,79,92,70,23.7,32.7,39.1,42.1,42.1,76,77,76,73,70,78,431.30,52.2
2014-08-24,2057,AAMU-JTG,0.48,78,88,71,32.6,36.1,39.4,42.1,41.0,77,77,76,74,71,79,476.90,52.3
2014-08-25,2057,AAMU-JTG,0.00,78,85,71,31.0,35.1,39.7,42.1,40.2,76,77,77,74,71,71,434.10,52.8
2014-08-26,2057,AAMU-JTG,0.00,76,84,67,28.1,34.4,39.4,42.1,39.6,76,76,76,74,71,67,524.00,52.8
2014-08-27,2057,AAMU-JTG,0.00,75,89,65,25.4,33.6,39.2,42.0,39.3,75,75,75,74,71,75,561.90,52.8
2014-08-28,2057,AAMU-JTG,0.00,76,90,65,23.3,32.4,39.0,41.9,38.9,75,75,75,74,71,71,551.00,52.8
2014-08-29,2057,AAMU-JTG,0.00,77,89,63,21.3,31.1,38.6,41.8,38.7,74,75,75,73,71,67,427.20,52.8
2014-08-30,2057,AAMU-JTG,1.03,74,86,66,26.2,33.7,39.6,41.8,38.3,74,75,75,73,71,83,310.80,52.8
2014-08-31,2057,AAMU-JTG,0.47,73,82,68,35.2,37.3,41.7,43.1,42.5,74,74,75,73,71,89,199.70,53.8
2014-09-01,2057,AAMU-JTG,0.01,78,90,69,34.0,36.1,40.8,43.0,48.7,75,75,75,73,71,77,497.00,54.3
2014-09-02,2057,AAMU-JTG,0.00,79,91,71,31.7,35.3,40.4,42.8,48.2,76,76,75,73,71,73,458.00,54.3
2014-09-03,2057,AAMU-JTG,0.47,76,86,70,31.0,36.0,40.8,42.7,46.5,76,76,76,74,71,83,303.00,54.3
2014-09-04,2057,AAMU-JTG,0.01,76,87,68,34.1,36.5,41.4,42.9,44.1,75,75,76,74,71,83,355.50,54.8
2014-09-05,2057,AAMU-JTG,0.13,75,83,69,33.2,35.8,40.8,42.8,46.1,75,75,75,74,71,85,289.20,54.8
2014-09-06,2057,AAMU-JTG,0.00,78,90,68,32.4,35.5,40.5,42.7,44.9,75,76,75,74,71,77,441.60,54.9
2014-09-07,2057,AAMU-JTG,0.00,75,84,68,30.4,35.0,40.4,42.6,43.6,76,76,76,74,71,79,424.80,54.9
2014-09-08,2057,AAMU-JTG,0.00,74,85,66,28.4,34.4,40.1,42.5,42.4,74,75,75,74,71,82,338.10,54.9
2014-09-09,2057,AAMU-JTG,0.00,77,84,70,26.8,33.8,39.9,42.4,41.7,75,75,75,74,71,81,218.30,54.9
2014-09-10,2057,AAMU-JTG,0.00,79,88,72,25.3,33.1,39.7,42.4,41.4,75,76,75,74,71,71,368.90,54.9
2014-09-11,2057,AAMU-JTG,0.00,79,89,72,23.5,32.2,39.4,42.3,41.1,76,76,76,74,71,76,301.70,54.9
2014-09-12,2057,AAMU-JTG,0.00,72,78,68,22.4,31.3,39.0,42.3,40.8,75,76,76,74,72,88,,54.9
2014-09-13,2057,AAMU-JTG,0.00,65,71,58,21.5,30.2,38.2,42.2,40.6,73,74,74,74,72,88,280.60,54.9
2014-09-14,2057,AAMU-JTG,0.00,66,82,55,20.5,28.9,37.5,42.1,40.3,71,72,73,73,72,84,540.40,54.9
2014-09-15,2057,AAMU-JTG,0.00,70,83,60,19.7,27.7,37.0,41.8,40.2,71,72,72,72,71,91,313.90,54.9
2014-09-16,2057,AAMU-JTG,0.00,72,83,64,19.0,26.6,36.4,41.5,40.0,73,73,73,72,71,84,518.60,54.9
2014-09-17,2057,AAMU-JTG,0.00,67,77,58,18.1,25.4,35.7,41.2,39.8,72,72,73,72,71,77,559.50,54.9
2014-09-18,2057,AAMU-JTG,0.05,68,79,58,17.6,24.4,34.7,41.0,39.5,70,71,72,72,71,83,403.10,54.9
2014-09-19,2057,AAMU-JTG,0.00,71,84,59,17.2,23.8,34.2,40.7,39.4,71,71,72,71,71,78,457.50,54.9
2014-09-20,2057,AAMU-JTG,0.00,72,83,62,16.6,23.2,33.8,40.4,39.1,72,72,72,71,71,76,522.10,54.9
2014-09-21,2057,AAMU-JTG,0.00,73,86,61,16.1,22.6,33.1,40.2,39.0,71,72,72,71,71,76,461.80,54.9
2014-09-22,2057,AAMU-JTG,0.00,63,74,51,15.6,22.0,32.5,40.0,38.8,69,70,71,71,71,62,589.40,54.9
2014-09-23,2057,AAMU-JTG,0.00,62,79,48,15.2,21.4,31.6,39.7,38.5,67,68,69,70,70,74,579.40,54.9
2014-09-24,2057,AAMU-JTG,0.00,65,80,52,14.8,21.0,31.0,39.3,38.4,67,67,68,69,70,77,564.40,54.9
2014-09-25,2057,AAMU-JTG,0.00,66,82,54,14.6,20.6,30.3,39.0,38.2,67,68,68,69,70,77,536.30,54.9
2014-09-26,2057,AAMU-JTG,0.00,68,79,58,14.4,20.4,29.9,38.6,37.9,68,68,69,69,70,82,344.30,54.9
2014-09-27,2057,AAMU-JTG,0.00,67,75,60,14.3,20.3,29.6,38.3,37.8,68,69,69,69,69,83,382.50,54.9
2014-09-28,2057,AAMU-JTG,0.00,69,78,60,14.1,20.1,29.2,38.0,37.7,68,69,69,69,69,83,316.00,54.9
2014-09-29,2057,AAMU-JTG,0.00,70,83,59,14.1,20.1,29.0,37.7,37.6,69,70,70,69,69,81,443.00,54.9
2014-09-30,2057,AAMU-JTG,0.00,68,84,57,13.9,19.8,28.6,37.3,37.4,68,69,69,69,69,82,464.90,54.9
2014-10-01,2057,AAMU-JTG,0.00,69,84,57,13.8,19.6,28.3,36.9,37.4,68,69,69,69,69,78,429.40,0.0
2014-10-02,2057,AAMU-JTG,0.00,73,86,60,13.7,19.5,28.2,36.5,37.3,69,69,69,69,69,72,405.20,0.0
2014-10-03,2057,AAMU-JTG,0.48,67,76,54,15.1,29.8,28.2,36.5,37.2,70,70,70,69,69,84,216.10,0.0
2014-10-04,2057,AAMU-JTG,0.00,52,63,38,15.4,27.4,27.9,36.3,37.1,64,65,67,69,69,55,522.60,0.5
2014-10-05,2057,AAMU-JTG,0.00,55,71,34,15.0,24.7,27.5,36.0,37.1,60,61,63,67,69,61,451.40,0.5
2014-10-06,2057,AAMU-JTG,0.88,62,69,58,15.7,26.7,28.0,35.8,37.0,63,64,64,66,68,80,184.60,0.5
2014-10-07,2057,AAMU-JTG,0.66,67,79,59,23.8,34.5,37.5,36.7,36.8,64,65,65,66,68,86,219.60,1.4
2014-10-08,2057,AAMU-JTG,0.07,71,82,61,25.7,33.3,37.9,37.5,36.8,67,67,67,66,68,81,341.00,2.0
2014-10-09,2057,AAMU-JTG,0.00,69,84,58,25.4,32.3,37.5,38.0,36.7,67,68,68,67,67,86,389.10,2.1
2014-10-10,2057,AAMU-JTG,0.05,71,81,63,24.7,31.7,37.0,38.2,36.7,68,69,68,67,67,87,319.70,2.1
2014-10-11,2057,AAMU-JTG,1.93,67,74,62,31.7,35.9,40.2,41.4,44.3,68,69,69,68,67,95,211.10,2.1
2014-10-12,2057,AAMU-JTG,2.21,66,74,63,34.4,36.5,41.0,42.3,49.4,68,68,69,68,67,98,176.50,4.1
2014-10-13,2057,AAMU-JTG,2.02,70,80,63,35.2,36.9,41.0,42.6,49.6,69,69,69,68,68,88,365.30,6.3
2014-10-14,2057,AAMU-JTG,1.12,61,66,55,36.3,37.1,41.4,43.0,50.4,67,67,68,68,68,87,210.00,8.3
2014-10-15,2057,AAMU-JTG,0.02,56,62,53,32.8,34.9,39.8,42.2,47.3,65,65,66,67,68,86,171.00,9.4
2014-10-16,2057,AAMU-JTG,0.00,57,69,48,31.7,34.3,39.3,41.9,45.4,64,65,66,67,68,85,365.30,9.4
2014-10-17,2057,AAMU-JTG,0.00,62,79,45,30.4,33.7,38.7,41.7,44.0,62,63,64,66,67,79,450.00,9.4
2014-10-18,2057,AAMU-JTG,0.00,58,68,46,29.1,33.1,38.2,41.4,42.6,63,64,64,65,67,73,446.30,9.4
2014-10-19,2057,AAMU-JTG,0.00,51,67,42,27.7,32.5,37.6,41.2,41.7,60,61,63,65,67,84,452.30,9.4
2014-10-20,2057,AAMU-JTG,0.00,54,68,41,26.5,31.8,37.2,41.1,41.3,59,60,61,64,67,84,374.70,9.4
2014-10-21,2057,AAMU-JTG,0.00,57,71,46,25.4,31.3,36.9,41.0,40.7,59,60,61,63,66,77,437.80,9.4
2014-10-22,2057,AAMU-JTG,0.00,51,64,42,24.2,30.6,36.4,40.6,40.2,58,59,61,63,66,76,447.50,9.4
2014-10-23,2057,AAMU-JTG,0.00,51,66,37,23.3,29.8,36.0,40.4,39.9,56,57,59,62,66,76,350.60,9.4
2014-10-24,2057,AAMU-JTG,0.00,54,69,43,22.5,29.2,35.9,40.2,39.7,57,58,59,62,65,74,423.00,9.4
2014-10-25,2057,AAMU-JTG,0.00,58,75,41,21.7,28.3,35.4,40.1,39.4,57,58,59,61,65,84,395.20,9.4
2014-10-26,2057,AAMU-JTG,0.00,64,80,54,21.2,27.9,35.4,40.0,39.1,61,61,61,61,64,89,386.30,9.4
2014-10-27,2057,AAMU-JTG,0.01,67,83,54,20.8,27.3,35.3,40.0,39.1,62,62,62,62,64,80,400.90,9.4
2014-10-28,2057,AAMU-JTG,0.00,66,75,60,20.8,27.0,35.4,40.1,39.1,63,63,63,62,64,86,239.30,9.4
2014-10-29,2057,AAMU-JTG,0.47,54,65,41,31.4,32.8,37.5,40.2,39.4,61,62,63,63,64,83,328.10,9.4
2014-10-30,2057,AAMU-JTG,0.00,48,63,38,31.7,32.5,38.0,40.2,39.5,58,59,61,62,64,78,413.30,9.9
2014-10-31,2057,AAMU-JTG,0.04,44,56,37,31.0,31.9,37.7,40.2,39.6,57,57,59,62,64,85,103.30,9.9
2014-11-01,2057,AAMU-JTG,0.00,38,44,33,30.4,31.5,37.3,40.2,39.6,53,54,57,61,64,69,287.30,10.0
2014-11-02,2057,AAMU-JTG,0.00,39,54,27,29.6,31.2,37.1,40.1,39.6,52,53,55,59,64,70,407.10,10.0
2014-11-03,2057,AAMU-JTG,0.00,48,66,32,29.3,31.1,37.0,40.0,39.6,53,54,55,58,63,63,382.20,10.0
2014-11-04,2057,AAMU-JTG,0.00,55,69,42,29.0,31.0,37.0,40.0,39.6,55,55,56,58,63,57,358.20,10.0
2014-11-05,2057,AAMU-JTG,0.56,61,66,53,29.3,31.2,37.3,40.0,39.6,57,57,57,58,62,84,73.50,10.0
2014-11-06,2057,AAMU-JTG,0.41,56,64,43,34.7,34.9,40.0,41.7,43.7,58,59,59,59,62,74,353.40,10.5
2014-11-07,2057,AAMU-JTG,0.00,43,53,34,32.5,33.6,38.7,41.6,49.5,54,55,57,59,62,73,363.10,10.9
2014-11-08,2057,AAMU-JTG,0.00,45,61,30,31.7,33.2,38.3,41.4,49.1,53,54,55,58,62,76,350.60,10.9
2014-11-09,2057,AAMU-JTG,0.00,45,59,35,31.1,32.9,38.2,41.4,47.8,53,54,55,58,61,82,349.60,10.9
2014-11-10,2057,AAMU-JTG,0.00,51,68,30,30.6,32.8,37.9,41.3,47.4,52,53,55,57,61,65,371.10,10.9
2014-11-11,2057,AAMU-JTG,0.04,58,72,45,30.4,32.6,37.9,41.3,47.1,55,55,55,57,61,76,236.00,10.9
2014-11-12,2057,AAMU-JTG,0.01,37,45,35,30.4,32.5,37.9,41.4,45.0,53,54,56,57,61,89,92.50,11.0
2014-11-13,2057,AAMU-JTG,0.00,32,36,24,29.7,32.2,37.6,41.3,44.0,50,51,53,56,60,70,150.40,11.0
2014-11-14,2057,AAMU-JTG,0.00,27,35,20,29.0,31.9,37.2,41.1,43.8,46,48,50,55,60,62,344.10,11.0
2014-11-15,2057,AAMU-JTG,0.00,37,48,23,28.6,31.7,36.9,41.0,43.4,47,48,49,54,60,61,320.10,11.0
2014-11-16,2057,AAMU-JTG,1.25,44,55,38,33.5,34.3,38.6,41.6,45.7,48,49,50,54,59,86,32.59,11.0
2014-11-17,2057,AAMU-JTG,1.30,34,55,22,35.8,36.0,39.4,42.5,49.7,48,48,50,53,58,83,110.90,12.2
2014-11-18,2057,AAMU-JTG,0.00,23,31,16,33.1,33.9,37.2,41.6,48.7,43,44,47,52,58,67,332.70,13.5
2014-11-19,2057,AAMU-JTG,0.00,35,50,15,32.3,33.4,37.5,41.3,47.0,42,43,45,51,57,60,285.20,13.5
2014-11-20,2057,AAMU-JTG,0.00,43,54,33,32.1,33.3,37.5,41.2,44.2,45,46,47,50,57,60,321.10,13.5
